,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
199304,  -9.39,   2.22,  -0.04,   1.12,  -3.77,  -3.24,  -8.21,   1.22,  -0.46,  -3.38
199305,   2.47,   0.85,   1.98,   0.90,   8.64,   4.02,   5.74,   3.30,  -0.54,   1.43
199306,  -1.01,   3.37,  -0.55,  -1.21,  -0.47,   4.34,  -2.94,  -3.25,   2.70,   2.11
199307,  -2.43,   1.33,  -0.18,   0.46,  -3.89,   1.80,   0.66,  -6.05,   1.61,   1.93
199308,   4.07,   0.24,   3.12,   3.39,   6.32,   5.08,   3.73,   2.72,   3.16,   3.25
199309,  -2.14,   0.93,  -2.12,   1.31,   1.27,  -0.73,  -0.40,   0.59,  -1.04,   1.63
199310,   5.98,   7.52,   3.01,  -1.97,   1.60,   2.09,   4.70,   5.85,  -2.26,  -2.48
199311,   0.43,   0.48,   0.99,  -6.80,  -0.17,  -6.10,   0.39,   0.70,  -6.09,  -3.03
199312,   1.21,   4.33,   3.55,   0.56,   2.92,  -0.85,  -1.91,   2.18,   1.18,   2.34
199401,  -0.52,   7.01,   4.77,   4.82,   4.67,   1.87,   1.03,   1.59,  -1.45,   4.23
199402,  -1.42,  -4.62,  -0.95,  -3.74,   1.53,  -5.63,   1.72,  -5.83,  -5.56,  -4.05
199403,  -4.36,  -6.55,  -4.62,  -3.64,  -3.96,  -3.90,  -4.93,  -7.03,  -4.47,  -4.41
199404,   1.17,  -0.77,  -0.01,   4.18,  -1.62,   1.15,   0.15,   2.22,   1.77,   1.21
199405,  -1.55,  -2.86,   1.70,   0.03,   1.89,   1.48,  -2.00,   3.96,  -5.94,   2.80
199406,  -2.25,  -3.51,  -2.79,  -2.75,  -5.29,   0.22,  -2.71,  -3.69,  -3.68,  -2.75
199407,   2.87,   3.37,   4.51,   3.22,   3.82,   2.80,   0.90,   1.03,   4.77,   2.55
199408,   5.89,  -0.31,   4.40,  -0.95,   9.19,   0.94,   4.27,  10.53,   0.03,   3.28
199409,  -0.70,  -5.17,  -1.84,  -2.15,  -0.46,  -1.57,  -2.40,   1.59,  -3.35,  -4.43
199410,   2.10,  -1.96,   0.51,   7.33,   7.26,  -0.42,   1.22,   0.67,   1.27,  -0.12
199411,  -1.88,  -5.29,  -5.73,  -5.64,  -2.20,  -5.59,  -3.61,   0.22,  -0.45,  -5.40
199412,   1.00,   3.64,   3.80,  -1.06,   2.39,   0.50,  -2.84,   0.32,  -0.26,   1.18
199501,   1.73,  -5.98,  -0.50,   0.21,  -0.84,   3.84,   1.48,   6.07,   5.82,   4.52
199502,   2.81,   4.86,   5.30,   3.72,   6.67,   1.37,   2.49,   2.05,   0.22,   4.65
199503,   2.38,   1.29,   3.29,   5.24,   4.51,  -0.05,   3.52,   2.67,  -2.31,   1.70
199504,   1.83,   1.18,   2.87,   2.22,   8.25,   1.26,  -1.78,   2.84,   1.97,   1.62
199505,   4.60,   4.48,   2.89,   3.28,   2.95,   0.79,   2.48,   1.38,   5.42,   4.26
199506,   1.34,   0.59,   1.92,  -3.12,   9.84,   3.59,   4.85,   4.38,  -0.98,   2.04
199507,   1.09,   2.44,   3.50,   2.28,   7.89,   4.71,   3.52,   5.38,  -0.67,   4.35
199508,   0.47,   0.50,  -0.48,  -2.37,  -0.13,   4.29,  -2.90,   0.82,   0.32,   3.53
199509,   6.36,  -0.64,   1.98,   1.25,   1.35,   5.56,   2.81,   7.26,   5.76,   4.35
199510,   0.50,  -5.02,  -2.72,  -0.29,   1.37,  -0.20,  -5.55,   0.92,   1.17,  -2.20
199511,   4.30,   5.14,   6.20,   3.98,  -0.72,   2.69,   5.97,   4.78,   0.97,   5.92
199512,   1.22,   2.95,   1.23,   5.77,  -4.36,   3.87,  -0.89,   5.82,   4.60,   0.90
199601,   2.54,   3.30,   3.21,  -0.45,   1.83,   2.00,  -0.36,   5.89,   1.60,   3.36
199602,   3.09,   1.66,   0.70,   0.34,   6.39,  -2.61,   4.29,  -1.25,  -3.24,   1.98
199603,  -1.19,   4.19,   3.24,   4.96,  -3.44,  -2.21,   5.88,   0.14,  -0.96,   1.64
199604,   0.09,   3.33,   1.64,   3.43,  10.08,   2.46,   4.21,  -0.71,  -2.96,   0.11
199605,   6.40,   1.94,   2.07,  -0.23,   3.89,  -0.12,   4.28,   3.69,   0.69,   1.34
199606,   2.87,  -5.06,  -0.54,   0.93,  -4.97,   0.34,  -1.79,  -0.32,   4.79,  -0.41
199607,  -4.14,  -4.72,  -4.15,  -4.67,  -7.43,  -8.82,  -7.62,  -6.45,  -6.12,  -4.42
199608,  -0.94,   2.74,   3.02,   2.26,   4.33,  -1.44,   5.82,   4.20,   2.27,   3.75
199609,   3.38,   1.11,   5.89,   3.99,  10.60,   1.54,   3.60,   7.27,   0.21,   4.99
199610,   1.52,   3.50,   1.51,   5.93,  -1.94,  -0.82,  -2.30,  -0.99,   3.22,   3.79
199611,   4.96,   5.57,   5.87,   4.92,  11.85,   5.38,   3.09,   6.47,   2.05,   7.34
199612,   0.21,  -2.60,  -0.58,   0.76,  -2.73,   2.61,  -3.60,  -2.72,  -0.30,  -1.99
199701,   5.67,   2.61,   4.11,   4.35,   9.33,   2.01,   0.10,   9.49,   0.60,   5.91
199702,   4.01,   0.25,   0.52,  -6.30,  -7.45,   2.46,   2.90,   0.77,  -1.07,   2.47
199703,  -5.56,  -3.39,  -3.82,   5.22,  -5.70,  -8.19,  -1.42,  -7.56,  -3.22,  -5.98
199704,   5.25,   3.65,   5.32,   0.02,   7.64,   2.28,   2.20,   5.97,  -1.71,   4.92
199705,   5.83,   5.95,   7.63,   6.74,  10.13,   6.45,   5.86,   6.85,   3.20,   6.01
199706,   3.28,   3.31,   5.11,   1.27,   1.40,   3.18,   4.99,   8.80,   2.60,   5.10
199707,   3.29,   7.16,   7.09,   7.35,  15.96,   2.15,   7.76,   1.96,   2.43,   9.14
199708,  -6.49,   1.00,  -5.68,  -0.09,  -1.40,  -2.83,  -2.63,  -6.20,  -1.64,  -4.87
199709,   5.23,   5.17,   3.21,   6.26,   3.43,   9.49,   5.14,   6.55,   4.18,   7.91
199710,  -3.18,  -3.52,  -5.95,  -2.10,  -8.31,   2.63,  -2.17,   0.02,   0.55,  -2.88
199711,   6.34,  -1.86,   4.06,  -3.97,   1.41,  10.60,   5.35,   2.68,   6.66,   2.88
199712,   3.53,   3.77,  -0.31,  -1.49,  -4.25,   4.05,  -0.32,   3.42,   7.52,   5.00
199801,  -2.79,   0.29,   0.64,  -5.78,   5.27,   4.82,   0.86,   5.64,  -4.68,  -2.03
199802,   4.86,  11.97,   6.98,   6.29,  10.31,   2.33,  10.29,   5.38,   2.21,   8.14
199803,   5.63,   6.03,   4.68,   4.73,   1.30,   9.97,   6.48,   3.51,   6.37,   5.85
199804,  -3.29,   0.64,   1.17,   3.75,   5.14,  -3.38,  -0.56,   1.84,  -2.85,   1.84
199805,   1.01,   6.84,  -2.60,  -4.71,  -7.05,  -1.85,   2.11,  -2.63,  -1.29,  -3.15
199806,   3.91,   1.56,  -0.68,  -1.40,   8.71,   2.86,   4.91,   6.08,   2.43,   3.11
199807,  -4.18,  -1.44,  -5.82,  -6.83,   0.44,   3.72,  -2.99,  -0.29,  -5.69,  -1.96
199808, -13.18, -19.03, -14.47, -10.85, -17.69, -11.86, -14.30, -12.47,   1.51, -21.55
199809,   0.94,   0.89,   0.38,  13.00,  15.13,  10.02,   1.40,  11.93,   7.79,   2.64
199810,  10.95,  10.78,  11.21,   1.22,   6.26,   6.64,  10.66,   3.83,  -2.09,   8.87
199811,   6.27,   5.01,   3.44,  -0.10,  11.63,   3.55,   9.43,   6.08,   0.96,   6.02
199812,   0.09,   3.80,   2.19,  -1.24,  15.17,  14.22,   9.17,   4.93,   2.47,   3.31
199901,  -3.53,   4.96,   0.46,  -5.58,  15.09,   8.77,   2.21,   0.15,  -6.53,   0.85
199902,  -4.07,  -4.90,  -2.20,  -3.72, -11.51,  -2.94,  -1.41,   0.06,  -4.01,  -0.09
199903,  -2.31,  -0.29,   4.58,  15.35,   8.39,  -1.03,   2.63,   2.43,  -2.05,   2.30
199904,   3.87,   9.49,   9.31,  15.81,   2.27,   7.52,   0.40,  -5.57,   7.00,   6.59
199905,   1.25,  -4.75,  -3.36,  -3.52,  -0.79,   0.99,  -3.12,  -2.16,   6.33,  -4.03
199906,   0.00,   0.91,   4.41,  -1.45,  11.60,   5.75,   8.10,   4.39,  -4.85,   2.88
199907,  -2.49,  -6.09,  -1.34,   1.70,  -1.72,  -2.07,  -5.06,  -4.46,  -0.75,  -6.05
199908,  -4.68,   0.36,  -0.68,   1.37,   5.48,  -8.01,  -6.00,   3.59,   0.16,  -5.18
199909,  -7.15,  -8.49,  -3.25,  -4.05,  -0.19,   3.92,   1.29,  -7.16,  -4.69,  -4.65
199910,   6.57,   4.06,   5.74,  -1.52,   3.00,   8.65,   3.14,  10.73,   1.89,  11.41
199911,  -1.27,  -2.39,  -1.16,   3.33,  12.69,   4.39,   4.11,   1.38,  -7.80,  -2.59
199912,  -2.90,   2.56,  10.18,   0.80,  20.75,   2.86,   6.63,  -5.71,  -2.71,   1.23
200001,  -4.77,  -1.55,  -8.75,   1.23,  -5.25,  -3.68, -11.14,   7.52,   5.78,  -4.87
200002,  -6.38,  -8.59,  -4.00,  -5.88,  17.98,  -4.16,  -3.98,  -2.87,  -7.68,  -7.51
200003,   7.03,  10.56,   7.33,  11.65,   4.18,   7.60,  13.28,   0.09,   5.50,  14.24
200004,  -2.01,   8.54,   1.36,  -2.02, -10.50,  -7.76,  -4.49,   5.18,   7.14,  -2.97
200005,   6.94, -12.77,  -1.85,   8.97, -10.78, -10.80,  -2.89,   3.80,   3.50,   3.21
200006,   1.86,  -9.11,  -1.30,  -5.08,  12.60,   3.94,  -2.29,  11.54,  -5.12,  -3.21
200007,   0.66,   4.50,  -1.57,  -2.60,  -5.19,  -7.61,  -1.25,  -6.52,   3.96,   5.21
200008,  -2.24,   5.05,   7.14,   8.28,  12.66,  -1.39,  -2.45,   3.30,  11.22,   9.10
200009,   3.32,  -4.36,  -5.77,   4.47, -14.82,  -3.45,   2.60,   3.71,   8.88,   0.16
200010,   7.67,   2.11,   3.40,  -2.92,  -7.48,  -0.42,  -1.85,   2.03,  -2.03,  -1.36
200011,   2.55, -11.82,  -3.36,  -2.96, -23.17, -15.46,  -1.13,   0.64,   2.65,  -6.17
200012,   5.23,  -0.29,   6.86,   7.66,  -8.01,  -4.66,   5.62,   3.44,   6.31,   7.02
200101,  -2.27,  12.99,  -1.18,  -3.38,  16.03,  14.17,   6.40,  -8.58, -10.94,  -0.03
200102,   0.03,  -1.47,  -4.12,  -0.40, -26.07,  -9.86,  -5.40,  -0.66,   5.67,  -4.41
200103,  -5.12,  -2.93,  -6.19,  -0.17, -13.88,  -5.82,  -2.94,  -8.62,   0.97,  -4.63
200104,   0.85,   8.21,   7.36,  10.04,  18.03,   2.47,   5.59,   4.16,   5.37,   6.00
200105,   3.27,  -1.91,   1.96,  -0.29,  -3.23,  -1.38,   1.56,   2.63,  -0.24,   3.49
200106,  -1.87,   3.70,  -4.71,  -7.57,   1.38,  -3.16,  -2.64,  -3.07,  -6.28,  -0.14
200107,  -0.21,   3.13,   0.41,  -2.26,  -7.53,  -0.79,   4.56,   2.24,  -4.02,  -2.34
200108,   2.34, -11.80,  -2.24,  -3.93, -12.67,  -9.30,  -7.04,  -3.27,   0.04,  -5.46
200109,  -3.34, -17.01, -12.89,  -5.67, -19.00,  -2.02,  -9.57,  -0.60,  -6.85,  -8.15
200110,   1.20,   0.76,   3.75,   4.69,  15.72,  -9.93,   1.55,   1.15,   1.69,  -1.08
200111,   2.00,  15.18,   8.17,  -4.53,  15.87,   5.80,   9.73,   4.91,  -2.02,   7.18
200112,   1.61,  -0.82,   2.52,   5.90,  -0.66,   2.43,   4.28,  -2.89,   3.73,   3.49
200201,   1.41,   2.81,   1.43,  -2.90,  -0.51,  -7.21,   2.60,  -2.49,  -4.57,  -1.82
200202,   4.17,   2.89,   4.19,   4.97, -13.12,  -2.23,  -0.19,  -0.59,  -0.85,  -0.41
200203,   3.67,   6.80,   4.88,   7.64,   6.45,   0.07,   2.03,   0.48,  10.01,   5.09
200204,   2.43,   1.79,  -1.53,  -4.57, -11.78, -13.26,  -1.65,  -7.60,  -0.59,  -2.91
200205,   1.14,  -0.65,  -0.52,  -1.20,  -3.77,   3.20,  -1.47,  -2.43,  -7.37,  -0.64
200206,  -6.18,  -8.14,  -3.14,  -0.11, -12.15, -14.08,  -5.18,  -9.73,  -6.12,  -5.33
200207,  -6.68, -12.33,  -8.63, -11.85,  -9.75, -12.16, -11.45,  -2.68, -12.34,  -6.49
200208,   2.14,   0.28,  -1.49,   0.10,  -0.98,   0.14,   1.80,   0.47,   2.80,   1.02
200209,  -8.04, -11.02,  -8.44,  -8.17, -16.63,  -9.70,  -9.50,  -5.95, -11.15, -10.79
200210,   5.00,  -3.26,   3.61,   3.13,  19.39,  21.64,   5.71,   5.55,  -0.97,   6.20
200211,  -1.27,  11.56,   6.00,   2.48,  16.20,  11.76,   1.82,   3.62,   1.01,   4.08
200212,  -0.58,  -7.33,  -3.88,   0.79, -12.94,  -9.60,  -7.05,  -4.21,   3.53,  -4.99
200301,  -4.00,  -3.33,  -4.21,  -2.52,  -1.51,  -4.40,  -4.79,  -0.73,  -3.56,  -2.53
200302,  -3.01,  -5.34,  -2.51,   1.39,   1.07,  -6.63,  -1.27,  -2.08,  -4.53,  -2.87
200303,  -3.03,  -2.69,   1.19,   1.44,  -0.99,  -0.75,   4.55,   3.72,   4.03,   0.89
200304,   4.31,  14.72,   6.22,  -0.52,   9.17,  11.00,   8.95,   4.29,   7.09,  11.50
200305,   9.40,   2.53,   4.39,   8.10,   9.76,   6.29,   3.44,   3.75,   9.57,   5.10
200306,   1.24,   2.75,   0.39,  -1.02,   0.32,   1.81,   3.35,   4.08,   0.46,   0.72
200307,  -1.75,   6.43,   4.84,  -2.69,   5.61,  -2.33,   3.26,   0.39,  -5.45,   3.41
200308,   0.18,   7.54,   3.91,   5.68,   6.03,   1.14,   6.70,  -3.00,   1.42,   0.53
200309,   0.72,  -4.24,  -3.84,  -2.24,  -0.94,  -5.71,  -4.59,   0.23,   3.61,   0.07
200310,   5.87,   6.81,   8.79,   1.57,   8.18,   6.38,   8.96,   0.80,   1.24,   6.16
200311,   3.43,   2.79,   1.86,   0.17,   1.81,  -0.68,   0.45,   1.63,   0.48,   1.03
200312,   3.11,  12.08,   6.63,  13.55,   2.13,   7.48,  -2.22,   5.51,   5.58,   4.07
200401,   0.02,  -1.32,  -0.75,   0.21,   4.51,   1.05,   0.43,   3.07,   1.64,   2.75
200402,   4.16,  -0.35,   1.76,   4.07,  -2.97,  -0.52,   6.04,   0.72,   1.66,   1.98
200403,  -0.47,  -1.28,  -0.41,  -0.03,  -2.54,  -2.12,   0.19,  -4.02,   0.89,  -0.78
200404,   1.36,   2.13,  -0.24,   2.65,  -4.90,  -0.84,  -2.76,   3.48,  -3.81,  -3.96
200405,  -1.99,  -2.00,   1.43,   0.12,   4.77,  -2.97,   0.21,  -0.61,   0.84,   1.56
200406,   1.26,   4.95,   5.23,   5.39,   2.65,   0.74,  -0.01,  -0.61,   1.74,   1.14
200407,  -6.04,  -4.79,  -4.15,   3.26,  -8.52,  -1.37,  -4.06,  -5.96,   0.82,  -2.51
200408,   0.66,  -2.50,   1.13,  -1.78,  -4.60,   1.07,  -1.32,   1.44,   3.23,   1.77
200409,  -2.41,   2.20,   1.82,   8.79,   3.44,   1.33,   2.58,  -1.50,   1.13,   0.92
200410,   2.76,  -3.14,  -1.56,   0.58,   5.14,   3.10,   3.03,  -2.47,   3.99,   0.93
200411,   4.41,   6.98,   7.00,   6.20,   4.22,   3.59,   3.54,   0.47,   4.46,   4.58
200412,   4.41,   4.59,   2.42,  -2.36,   3.06,   4.10,   3.38,   5.57,   2.22,   4.24
200501,   0.16,  -7.13,  -1.85,   3.02,  -6.36,  -4.56,  -1.10,  -4.15,   1.60,  -2.27
200502,   0.57,  -0.53,   3.88,  19.02,  -0.06,  -0.34,   0.78,   2.22,   1.93,  -0.06
200503,  -1.24,  -8.08,  -1.53,  -3.48,  -2.57,  -0.27,  -0.07,  -0.58,   0.29,  -2.58
200504,  -1.01, -11.23,  -4.79,  -5.61,  -4.48,  -2.38,  -5.32,   3.91,   1.92,  -1.75
200505,   2.23,   8.49,   2.68,   1.67,   8.09,   1.53,   6.33,   1.26,   1.31,   3.13
200506,  -2.08,   2.00,  -1.27,   5.72,  -1.67,   0.01,   2.36,  -0.69,   5.25,   1.22
200507,   2.56,   5.25,   5.72,   6.08,   6.16,   2.69,   5.78,   3.68,   2.77,   2.26
200508,  -0.10,  -3.15,  -1.58,   5.39,  -0.46,  -1.28,  -5.73,  -0.56,   0.86,  -1.86
200509,  -0.30,  -5.22,   0.75,   7.22,   0.63,  -1.54,  -1.83,  -1.92,   4.16,   1.14
200510,  -1.99,  -4.57,  -2.58, -10.21,  -1.79,  -3.68,   1.50,  -3.34,  -6.99,   1.25
200511,   0.95,   1.89,   5.05,   0.71,   6.37,   2.59,   3.82,   1.30,  -0.64,   4.66
200512,  -0.15,  -0.98,   1.34,   0.45,  -1.95,  -1.82,  -0.68,   2.35,   0.97,  -0.02
200601,   0.05,   5.67,   5.08,  12.53,   4.08,   3.30,   1.96,   2.09,   2.88,   1.44
200602,   1.16,  -0.64,   0.76,  -8.49,  -1.09,   3.26,   1.36,   0.83,  -0.18,   0.73
200603,   0.88,   2.60,   2.94,   3.96,   2.84,   1.75,   2.30,  -1.02,  -3.95,   1.72
200604,   1.12,   0.20,   3.96,   4.67,  -1.16,   0.94,  -1.64,  -2.04,   1.66,   1.98
200605,   1.58,   0.46,  -3.61,  -3.82,  -7.02,  -0.23,  -2.02,  -2.49,   1.10,  -3.43
200606,  -0.13,   1.64,  -0.62,   2.69,  -1.46,   2.82,   0.22,  -0.13,   2.14,  -0.52
200607,   3.44,  -3.10,  -3.75,   5.06,  -3.80,   2.01,  -4.33,   4.05,   4.70,  -1.01
200608,   2.98,   2.15,   1.84,  -3.60,   7.29,   2.25,   2.11,   2.03,   1.83,   1.47
200609,  -1.07,   4.18,   1.77,  -3.86,   3.55,   3.60,   5.63,   1.52,  -2.33,   3.09
200610,   2.74,   4.91,   4.31,   5.09,   4.03,   4.81,   3.87,   1.64,   5.23,   2.88
200611,   1.19,   1.58,   3.31,   8.30,   2.91,   0.59,  -1.62,  -0.17,   2.63,   1.34
200612,   1.65,  -1.14,   0.39,  -1.96,  -1.02,   4.19,   1.31,   0.06,   0.52,   3.06
200701,   1.47,   2.80,   3.05,  -1.35,   1.99,   2.66,   3.61,   3.43,   0.39,   0.93
200702,  -1.64,  -0.67,   0.56,  -2.51,  -2.45,  -2.79,  -0.64,  -3.10,   3.70,  -2.55
200703,   2.20,  -1.17,   1.49,   5.84,   0.82,   2.25,   0.59,  -0.47,   4.12,  -0.33
200704,   3.33,   6.18,   4.31,   5.14,   4.88,   1.40,   2.24,   6.71,   3.83,   3.21
200705,   2.81,   2.98,   4.58,   6.78,   3.80,   7.26,   2.20,   0.86,   0.81,   2.93
200706,  -1.48,   1.78,  -0.79,   0.84,   0.49,  -1.93,  -2.04,  -3.46,  -5.04,  -2.87
200707,  -4.25,  -5.86,  -0.11,  -1.18,  -1.07,  -3.42,  -5.41,  -4.07,  -3.81,  -5.45
200708,   1.72,  -1.93,   0.48,   0.02,   2.79,  -0.89,   1.36,   1.99,   1.42,   0.95
200709,   3.51,   1.64,   5.33,   7.83,   4.18,   1.98,  -0.66,   3.46,   3.30,   2.44
200710,   2.10,   0.94,   0.86,   2.75,   6.78,  -2.51,   1.12,   1.46,   6.74,   0.09
200711,   0.65,  -9.22,  -2.82,  -4.61,  -7.63,  -6.48,  -3.98,  -0.23,  -1.12,  -6.21
200712,  -1.37,  -2.53,   0.82,   7.65,   1.45,  -0.38,  -2.78,  -4.06,   0.69,  -3.73
200801,  -5.25,  -5.49,  -7.53,  -9.09, -12.39,  -8.17,  -0.55,  -4.69,  -7.06,  -2.24
200802,  -0.16,  -6.18,   0.55,   6.54,  -3.71,  -3.93,  -4.75,  -1.23,  -3.41,  -8.08
200803,   0.74,  -4.30,  -0.23,  -2.98,   0.63,  -0.12,   1.67,  -1.84,   0.57,  -2.13
200804,  -1.15,   6.56,   4.91,  10.68,   6.45,   4.22,   4.94,   0.34,   6.29,   3.35
200805,   3.22,   1.10,   3.12,   3.92,   5.53,   4.66,   1.04,   1.28,   3.17,  -2.54
200806,  -7.93, -19.72,  -9.36,   2.72,  -8.86, -10.93,  -8.19,  -3.08,  -0.65, -14.92
200807,   2.17,  -0.34,  -0.41, -15.73,  -0.54,  -3.68,   1.06,   6.62,  -7.26,   4.12
200808,   1.61,   1.62,   1.22,  -0.31,   2.25,   3.90,   5.18,   1.51,  -0.85,   0.26
200809,  -3.46,  -9.33, -13.60, -12.14, -12.47, -12.69,  -5.84,  -6.03, -12.18,  -6.30
200810, -13.09, -33.32, -20.91, -16.76, -18.36, -16.13, -15.21, -11.13, -11.28, -19.95
200811,  -5.68, -10.51,  -8.06,  -0.16, -11.09,  -1.66,  -7.84,  -7.71,   0.69, -12.64
200812,   0.22,  -0.01,   1.18,  -2.48,   2.10,   3.24,   4.65,   6.56,  -2.37,   0.41
200901,  -5.20, -13.86,  -9.35,  -3.54,  -3.24, -10.95,  -7.68,  -2.26,  -1.00, -17.96
200902,  -7.78, -12.63, -13.85, -12.97,  -5.29,  -7.01,  -3.21, -10.33, -13.16, -14.90
200903,   5.64,  11.72,   7.41,   3.88,  11.45,   5.45,   9.72,   6.94,   2.42,  12.84
200904,   4.87,  45.29,  17.07,   4.48,  12.24,   8.88,   9.44,  -1.05,   1.88,  16.07
200905,   7.05,  -3.78,   5.19,   9.85,   2.82,   0.97,  -1.11,   5.86,   4.05,   7.11
200906,  -0.04,   4.16,  -1.87,  -4.81,   4.52,   1.57,  -0.46,   3.49,   4.24,  -2.18
200907,   7.24,  19.60,  11.13,   5.22,   8.09,   4.82,   6.69,   5.36,   4.22,   9.10
200908,   0.65,   2.39,   2.71,   0.39,   2.09,   0.66,   3.46,   1.91,  -0.34,   7.59
200909,   3.58,   2.03,   6.39,   5.01,   5.19,   6.40,   2.32,   2.25,   1.94,   3.01
200910,  -0.69,  -0.67,  -3.05,   2.34,  -1.54,  -4.12,  -0.04,  -3.80,  -2.88,  -5.42
200911,   3.60,  10.22,   7.27,   2.89,   4.69,   6.36,   4.88,   7.91,   3.99,   5.48
200912,   2.16,   5.59,   2.70,  -0.56,   5.94,   6.27,   1.75,   2.32,   5.56,   0.59
201001,  -2.47,  -0.47,  -3.48,  -4.85,  -7.85,  -7.34,  -1.89,  -0.09,  -4.61,  -0.59
201002,   2.55,   7.26,   4.98,   2.14,   4.62,   2.67,   4.17,   0.12,  -0.99,   3.49
201003,   5.28,   9.27,   6.38,   3.17,   6.66,   7.53,   6.03,   3.46,   2.81,   8.00
201004,  -1.08,   7.23,   3.03,   4.03,   2.25,   2.80,   2.48,  -2.26,   2.68,   1.79
201005,  -5.82,  -9.16,  -8.64, -10.71,  -7.94,  -5.95,  -5.56,  -8.33,  -6.79,  -8.87
201006,  -2.52, -10.75,  -5.93,  -6.42,  -6.20,  -3.91,  -9.17,  -1.83,  -1.06,  -6.65
201007,   7.27,  15.69,   9.49,   7.58,   7.28,   8.87,   4.54,   2.05,   6.62,   6.75
201008,  -1.26,  -9.79,  -5.71,  -3.84,  -6.70,  -2.06,  -4.26,  -1.96,  -0.20,  -7.21
201009,   5.51,  13.42,   9.96,   9.16,  12.53,   7.75,  12.08,   8.82,   3.35,   8.38
201010,   3.69,   8.46,   4.96,   4.50,   6.38,   3.98,   2.33,   1.90,   1.69,   1.98
201011,  -0.30,   7.34,   1.21,   5.14,  -0.90,  -1.97,   4.00,  -3.63,  -1.86,   0.30
201012,   3.78,   8.49,   6.84,   9.35,   5.93,   6.37,   2.99,   5.30,   2.92,   9.03
201101,  -2.43,   0.29,   2.84,   6.92,   3.91,  -0.48,  -0.93,  -0.84,   2.10,   2.05
201102,   4.61,  -1.90,   3.22,   7.24,   2.27,   7.28,   2.13,   3.02,   1.93,   2.80
201103,   2.46,   1.70,   1.75,   2.05,  -1.49,   1.62,   0.90,   2.12,   0.53,  -1.19
201104,   4.54,   2.20,   2.82,   1.57,   3.11,   2.79,   4.44,   6.26,   3.84,   0.98
201105,   1.95,  -3.67,  -2.37,  -4.88,  -1.92,   0.71,   0.66,   1.67,   0.85,  -2.78
201106,  -1.61,  -1.10,  -0.73,  -2.38,  -2.48,  -1.47,  -1.02,  -2.04,  -0.67,  -2.26
201107,  -0.48,  -8.94,  -4.93,   0.42,  -0.55,  -5.45,  -0.71,  -3.74,  -0.52,  -3.73
201108,  -0.83, -12.19,  -6.36, -10.34,  -6.97,  -5.12,  -3.15,  -3.46,  -0.35,  -8.29
201109,  -5.37, -14.16, -11.10, -12.36,  -4.83,  -5.94,  -3.96,  -4.08,  -1.87, -11.24
201110,   6.22,  23.25,  13.91,  16.14,  11.75,   6.99,   9.68,   5.41,   6.58,  13.49
201111,   1.14,  -8.15,   1.13,   1.79,  -2.19,   0.17,   0.88,   0.98,   0.47,  -2.28
201112,   1.50,  -1.40,  -0.92,  -0.40,  -1.46,   2.79,   0.70,   3.37,   2.62,   1.28
201201,   0.33,  13.43,   6.58,   1.01,   8.45,   1.86,   3.99,   3.29,  -2.78,   7.13
201202,   3.76,   5.91,   3.63,   6.07,   6.46,   4.78,   2.98,   0.87,   0.72,   4.03
201203,   3.40,   0.90,   0.47,  -3.32,   4.62,   2.16,   4.47,   3.80,   1.18,   4.75
201204,   0.75,  -7.11,  -0.87,  -1.59,  -2.16,   1.21,   0.88,   0.49,   1.63,  -1.75
201205,  -2.84,  -8.31,  -8.01, -11.04,  -8.03,  -0.87,  -3.30,  -3.56,  -1.48,  -7.90
201206,   2.79,  -5.60,   1.11,   5.72,   2.87,   6.88,   2.09,   6.70,   3.10,   4.72
201207,   1.31,   0.35,   0.66,   2.71,  -0.15,   3.67,   1.17,   1.52,   3.53,  -1.32
201208,   0.02,   3.89,   3.01,   1.95,   4.54,   0.91,   2.46,   0.69,  -4.06,   2.94
201209,   0.35,   3.51,   1.52,   3.76,   1.17,   4.73,   1.86,   4.55,   1.85,   3.63
201210,  -1.78,   5.70,  -0.82,  -1.98,  -6.40,  -2.90,  -1.11,  -2.09,   1.00,   0.80
201211,   3.01,   3.03,   2.38,  -1.95,   1.16,  -0.01,   1.27,   1.20,  -4.36,  -0.72
201212,  -2.90,   7.06,   2.54,   1.25,   0.21,   0.80,  -1.62,  -0.77,  -0.22,   3.29
201301,   5.04,   3.33,   5.92,   7.45,   2.37,   4.40,   5.51,   7.89,   4.88,   6.64
201302,   3.02,  -0.09,   1.06,   0.20,   0.40,   2.24,   0.72,   1.16,   1.67,   1.24
201303,   4.62,   3.94,   2.48,   2.00,   2.66,   5.53,   4.52,   6.39,   5.39,   4.07
201304,   3.73,   3.63,   0.59,  -1.40,   0.35,   3.86,   2.62,   2.52,   5.04,   0.74
201305,  -2.40,   9.58,   3.26,   2.51,   4.28,  -2.02,   2.01,   1.36,  -7.58,   5.75
201306,  -0.38,  -0.48,  -2.13,  -2.46,  -3.00,   2.01,  -0.17,  -1.49,   0.48,  -1.37
201307,   2.80,   8.85,   5.94,   5.10,   5.62,   2.98,   5.83,   7.89,   4.46,   5.60
201308,  -4.02,  -1.12,  -2.05,  -2.32,  -0.47,  -3.36,  -4.45,  -3.84,  -4.89,  -3.80
201309,   1.44,   6.42,   5.08,   1.90,   3.78,   4.11,   4.42,   4.05,   0.70,   3.68
