,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Comps,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
194608,   0.06,  -5.46, -99.99,  -6.57,  -4.42,  -6.39,  -5.61, -13.12,  -4.86,  -8.30, -99.99,  -5.33,  -3.53,  -6.90,  -5.83,  -8.28,  -6.88, -11.89,  -8.34, -99.99,  -9.43,  -8.17, -10.48,  -4.40,  -7.08, -99.99, -99.99,  -7.46,  -3.93,  -6.07,  -5.73,  -7.02,  -7.22, -10.53,  -8.46,  -5.37,  -0.41, -10.92,  -4.70,  -7.41,  -7.54,  -5.10,  -4.62,  -7.77,  -0.43, -12.01,  -7.54,  -4.63
194609,  -9.30,  -9.17, -99.99, -17.09, -11.30, -12.37, -13.83, -13.93,  -9.42, -12.40, -99.99, -12.64,  -6.72,  -9.19, -11.57, -12.86,  -9.28, -10.60, -12.11, -99.99, -12.56, -11.36, -14.47, -10.90, -13.72, -99.99, -99.99,  -8.31, -12.46,  -8.14,  -9.13,  -5.91, -15.55, -11.87,  -8.30, -12.78,  -7.89,  -9.69, -11.46, -16.73,  -7.87,  -6.97, -14.99, -15.25,  -7.74, -16.36, -15.10, -12.85
194610,  -0.64,   0.03, -99.99,  -4.91,   4.39,  -1.15,  -3.39,   0.09,  -2.51,   3.32, -99.99,  -2.72,  -0.27,  -3.71,   0.40,  -6.34,  -1.92,   3.71,   1.40, -99.99,  -3.81,  -4.04,  -3.38,  -8.78,  -0.19, -99.99, -99.99,   1.18,   0.28,  -0.82,   1.00,  -5.13,  -3.95,  -3.26,  -0.95,   2.76,  -1.64,  -4.64,  -0.67,   0.02,  -3.02,  -2.40,  -0.80,   2.01,  -8.49,  -7.21,  -1.25,  -3.04
194611,   0.58,  -1.14, -99.99,  -9.05,  -0.29,  -3.27,   0.75,  -8.80,  -0.44,  -2.87, -99.99,   4.10,   0.57,   2.93,  -3.25,  -1.85,   0.54,  -6.05,   0.98, -99.99,  -1.74,  -5.41,  -2.62,  -6.89,  -2.14, -99.99, -99.99,   0.45,  -1.75,  -0.29,   0.30,   1.75,  -9.71,   4.26,  -1.49,   9.60,   6.09,   3.65,   5.25,  -1.38,  -2.78,  -6.38,   5.52,  -0.30,   3.41,  -3.43,  -1.21,   2.19
194612,  10.90,   2.68, -99.99,   1.45,   3.80,   3.30,  -2.96,   5.40,   8.44,  -2.89, -99.99,   8.41,   6.72,   6.32,   5.21,   3.96,   8.94,  -1.71,   4.55, -99.99,   6.62,   3.85,   5.74,   3.62,   3.93, -99.99, -99.99,  -1.23,   2.24,   3.91,   5.82,   2.48,  -3.43,  -0.09,   5.00,   5.12,   2.11,  20.76,   5.40,   1.56,   1.18,   3.35,  -3.16,  10.23,   7.87,  -0.55,   4.62,   8.90
194701,  -8.42,   0.86, -99.99,  -9.38,   1.69,   6.67,  -3.29,  -1.07,  -2.96,   5.28, -99.99,  -3.99,  -5.66,  -0.48,   3.18,   3.16,   0.79,   4.42,   0.98, -99.99,   3.25,   7.33,  10.43,   2.47,   7.31, -99.99, -99.99,   3.26,   2.81,  -0.79,  -0.45,   1.03,   0.95,   2.71,   4.19,   1.76,   0.42,  -6.34,  -0.17,  -0.02,  -0.69,   0.44,   0.44,   1.29,   2.65,  -0.77,   2.19,   1.33
194702,   5.54,   0.17, -99.99,  -2.36,  -5.43,  -1.88,  -5.11,  -3.44,   0.75,  -0.59, -99.99,  -0.83,  -4.95,  -1.10,  -1.24,   3.04,  -4.07,  -0.89,  -1.82, -99.99,  -0.78,  -3.13,   0.77,  -1.36,  -1.33, -99.99, -99.99,   1.16,  -1.21,  -3.23,  -1.31,  -2.07,  -0.84,  -0.70,  -4.15,  -5.72,   3.98,  -2.21,   1.58,  -1.16,  -1.79,  -1.00,   0.02,  -4.16,   0.59,   4.31,  -3.81,  -1.57
194703,  -0.35,  -1.91, -99.99,  -6.20,  -2.92,  -1.16,  -5.64,  -1.54,  -3.85,  -0.60, -99.99,   7.42,  -2.43,  -0.44,  -4.68,  -7.38,  -3.32,  -3.35,  -2.05, -99.99,  -0.39,  -4.67,  -2.91,  -3.29,  -3.05, -99.99, -99.99,  -3.15,   4.15,   2.14,  -3.04,  -3.40,   0.93,  -4.25,  -1.02,  -4.37,   1.52,  -4.34,  -4.03,  -4.12,  -2.82,  -2.54,  -5.17,  -2.11,  -4.24, -10.19,  -2.52,  -3.17
194704,  -3.20,  -5.75, -99.99, -12.80,  -8.62, -10.05,  -7.60, -14.35,  -4.88,  -6.54, -99.99, -12.08,  -8.48,  -3.98,  -4.43,  -8.95,  -5.82, -13.83,  -6.61, -99.99,  -7.79,  -5.04,  -4.59, -10.26,  -6.85, -99.99, -99.99,  -4.65,  -6.03,  -0.52,  -4.22,  -0.22,  -6.13,  -8.74,  -8.26,  -5.24,  -2.72, -12.04,  -4.90,  -6.39,  -5.95,  -8.39,  -9.45,  -6.77,  -7.30,  -9.03,  -5.83,  -8.14
194705,  -1.62,  -1.01, -99.99,  -4.03,   3.03,   2.20,   1.59,  -5.24,  -2.15,  -4.94, -99.99,  -5.11,  -2.99,  -0.90,  -3.72,  -3.77,  -3.97,  -6.72,  -3.72, -99.99,  -2.01,   0.18,  -3.77,  -9.23,  -2.68, -99.99, -99.99,  -2.44,  -5.97,   1.41,  -3.00,  -1.12,  -2.10,  -7.75,   0.79, -10.10,  -2.73,  -4.73,  -1.63,  -4.03,  -4.25,  -0.55,  -5.72,   1.18,  -3.59,  -1.74,  -2.33,  -6.57
194706,  11.13,   4.61, -99.99,   8.38,   5.43,   2.41,   0.12,  12.55,   1.39,   8.58, -99.99,   6.39,   3.62,   7.55,   2.58,   8.55,   5.60,   5.69,   2.01, -99.99,   8.40,   3.89,   5.89,   0.79,   3.88, -99.99, -99.99,   0.67,  10.57,   7.54,   3.74,  -4.46,  -0.95,   3.25,   3.31,  12.82,  -0.73,  14.28,   5.64,   2.14,   7.05,   9.66,   7.71,   6.78,  13.41,   5.57,   1.73,   3.28
194707,   5.70,   4.64, -99.99,   0.75,   3.13,   3.85,   5.45,   2.19,   8.49,   2.73, -99.99,   2.26,   2.34,   1.47,   0.29,   8.41,   2.93,   7.56,   7.18, -99.99,   3.34,   6.80,   4.65,   2.13,   4.19, -99.99, -99.99,   5.34,  16.45,   3.49,   2.01,   0.81,  10.66,   4.99,   5.48,   0.91,   6.05,   4.41,   3.06,   7.26,   3.65,   4.36,   6.39,   1.85,  -4.39,   7.49,   5.87,   7.80
194708,  -4.11,  -1.41, -99.99,  -4.12,  -3.11,  10.47, -11.91,   2.08,  -0.41,   0.25, -99.99, -10.14,  -3.71,  -1.12,  -4.24,  -1.43,  -2.96,  -3.36,  -1.80, -99.99,  -2.73,  -3.88,  -2.13,   3.18,  -1.81, -99.99, -99.99,  -3.09,  -0.01,  -2.86,  -0.14,   0.34,  -1.19,  -3.05,  -3.99,  -1.36,  -7.37,   0.96,  -0.91,  -2.85,  -1.79,  -4.21,  -7.52,   2.58,  -5.07,  -6.16,  -3.69,   0.06
194709,   1.62,  -1.43, -99.99,  11.76,  -0.84,  -3.66,  -2.96,  -2.63,   1.71,  -2.89, -99.99,  -8.50,  -2.39,  -1.40,  -1.69,   1.54,   0.10,  -2.07,   0.09, -99.99,   2.17,   0.48,   0.31,   4.86,  -1.66, -99.99, -99.99,  -2.26,  10.83,  -3.11,  -1.70,  -0.49,  -1.71,  -2.48,  -1.16,   2.25,   1.72,   0.19,   2.02,  -1.65,  -0.32,  -3.46,   0.52,  -0.12,   4.96,  -3.57,  -1.18,   2.44
194710,   4.42,   2.06, -99.99,  -5.86,  -1.91,  -4.68,  -0.86,   3.51,   4.75,   2.74, -99.99,   8.75,   0.27,   1.11,   9.18,   2.91,   3.59,   4.22,   5.56, -99.99,   4.04,   1.55,   2.57,   0.02,   1.52, -99.99, -99.99,   0.30,   2.13,   5.17,  -0.38,   0.21,   3.46,   2.45,   4.51,   1.26,  -1.25,   0.61,   2.79,   0.31,   0.82,   3.02,  -0.25,   1.01,   0.57,   4.44,   6.14,   5.41
194711,  -1.84,  -3.48, -99.99,  -2.45,  -0.10,  -5.27,  -3.49,  -7.57,  -3.23,  -1.34, -99.99,  -2.95,  -3.73,  -1.28,   0.23,  -2.16,  -3.01, -14.84,  -2.00, -99.99,  -1.65,  -2.22,  -3.86,  -1.67,  -4.48, -99.99, -99.99,   0.68,   3.58,  -2.00,  -8.10,  -2.60,  -1.78,  -3.95,  -0.06,  -3.13,   2.97,  -1.13,  -5.30,  -4.07,  -2.81,  -3.53,  -2.24,  -6.87,   7.55,  -6.02,  -0.74,  -3.13
194712,  -2.02,  -0.54, -99.99,  -1.11,   0.51,  -6.37,  -7.64,  -2.79,  -0.27,   2.22, -99.99,  -6.70,   3.57,   1.09,  -3.77,   4.14,   1.60,   9.34,   3.01, -99.99,   2.30,   2.21,   2.07,  -2.04,   2.47, -99.99, -99.99,  -5.89,   3.43,   8.94,   0.76,  -0.95,  -5.96,  -0.56,   2.62,  -5.51,  -1.45,   4.75,   2.29,   7.70,  -0.08,  -0.46,   4.45,  -1.41,   1.66,  10.40,   0.16,  -0.25
194801,  -6.17,  -3.00, -99.99,  -4.54,  -1.96,  -4.98,  -5.55,  -6.41,  -4.28,  -1.56, -99.99,  -5.14,  -8.85,  -4.48,  -4.09,  -3.08,  -6.15,   7.57,  -4.12, -99.99,  -3.55,  -4.06,  -5.17,   8.04,  -3.56, -99.99, -99.99,   1.65,  -1.59,  -7.65,  -0.63,   0.10,  -0.96,  -1.29,  -7.33,  -3.17,  -9.37,  -7.70,  -5.83,  -0.58,  -2.99,  -3.62,  -5.47,  -1.02,  -0.20,  -7.92,  -2.79,  -6.40
194802,  -2.99,  -7.61, -99.99,  -8.99,  -3.41,  -6.55,  -6.24,  -6.92,  -4.30,  -7.99, -99.99,  -9.93,  -3.54,  -6.34,  -2.62,  -8.29,  -6.17,  -4.67,  -6.18, -99.99,  -6.49,  -5.28,  -6.79,  -3.95,  -7.16, -99.99, -99.99,  -3.11,  -6.32,  -3.51,  -3.89,  -1.09,  -6.91,  -4.11,  -0.14, -12.06,  -3.77,  -9.36,  -5.22,  -4.18,  -6.71,  -4.47,  -2.25,  -1.93,  -8.55,  -9.19,  -7.17,   2.92
194803,   9.85,   5.07, -99.99,  11.02,  -1.97,   5.95,  24.22,   8.94,   2.91,   4.90, -99.99,  12.67,   5.38,   7.90,   4.15,   8.16,   7.44,   1.93,  12.31, -99.99,   8.80,  11.04,   6.97,  19.81,  11.28, -99.99, -99.99,   7.74,   9.42,   9.66,   6.01,   0.48,  -3.11,   1.10,   6.54,  15.52,  11.96,  11.19,   7.39,   7.86,   6.91,   6.32,  -0.43,   1.07,   7.73,   9.55,  14.26,   7.70
194804,   1.60,   1.05, -99.99,  -2.24,  -1.27,   4.26,  -3.45,   6.23,   3.27,   2.32, -99.99,   3.65,   1.74,   2.50,   7.47,   5.31,  -0.60,   6.91,   2.31, -99.99,   3.49,  -1.64,   0.86,   3.41,   1.04, -99.99, -99.99,   4.74,   4.75,  10.90,   1.12,   2.65,  -0.18,   6.27,   3.17,  -5.05,  -1.08,   3.70,   6.32,   3.51,   9.06,   4.61,  -4.51,   5.10,   2.51,  -1.20,   4.34,  -0.32
194805,   0.27,   3.70, -99.99,  12.17,   2.15,  10.86,   6.60,  10.15,   5.02,   3.87, -99.99,   8.09,   6.10,   7.25,   3.09,  10.87,   9.45,   8.21,   7.04, -99.99,   7.36,  16.77,  13.07,   2.37,   3.40, -99.99, -99.99,   2.82,  10.83,   5.41,   5.26,   2.46,   6.31,   6.30,   7.87,   6.03,   3.42,  16.26,   8.44,   5.31,   2.87,   8.47,   8.54,   8.72,  15.47,  17.64,   7.80,   6.39
194806,  -3.67,  -1.63, -99.99,  -5.57,  -1.76,  -8.39, -12.26,  -2.42,  -1.84,  -3.10, -99.99,   3.12,  -3.05,  -0.06,  -1.44,  -4.45,  -4.70,  13.39,  -0.27, -99.99,  -2.00,  -1.36,   0.34,  -4.91,  -3.77, -99.99, -99.99,  -1.00,  -0.10,   3.20,   2.08,  -0.96,  -2.57,   2.02,  -2.41,  -7.14,  -4.02,  -0.05,  -4.41,   0.10,   0.76,  -1.83,  -4.26,   1.99,  -8.22, -10.90,  -1.34,   0.61
194807,  -0.70,  -3.83, -99.99,  -4.99,   4.01, -10.12,  -7.39,  -2.08,  -2.47,  -1.43, -99.99,  -7.77,  -4.16,  -5.80,  -8.70,  -3.01,  -6.51,  -9.50,  -3.92, -99.99,  -7.37,  -7.39,  -4.64,   1.70,  -5.36, -99.99, -99.99,  -3.26,  -3.02,  -7.36,  -4.60,  -1.65,  -5.35,  -7.99,  -5.77,  -7.47,  -4.34,  -5.66,  -4.62,  -4.76,  -6.11,  -8.10,  -4.29,  -5.10,  -5.78,  -8.34,  -6.46,  -2.62
194808,   1.86,  -1.01, -99.99,  -0.48,   1.21,   3.53,   5.65,  -1.16,  -0.64,  -2.37, -99.99,  -2.27,  -2.44,  -0.85,  -0.64,  -2.64,   0.96,   4.16,   0.39, -99.99,  -2.26,   1.03,  -0.22,  -1.98,   0.41, -99.99, -99.99,  -1.45,  -0.87,  -2.77,  -0.31,   0.03,  -0.67,   1.94,   5.64,   8.46,   5.82,   0.18,  -0.41,   1.73,  -4.53,   2.41,  -1.88,  -2.78,   1.45,   0.32,  -0.85,   2.08
194809,  -6.74,  -5.03, -99.99,  -1.23,  -3.33,  -9.93,  -9.10,  -9.25,  -3.81,  -2.43, -99.99,   4.63,  -4.22,  -2.38,  -6.51,  -5.88,  -4.75,  -5.75,  -2.65, -99.99,  -5.11,  -3.20,  -3.77,  -1.69,  -3.93, -99.99, -99.99,  -2.92,  -6.55,  -4.62,  -1.36,  -1.67,  -6.32,  -4.78,  -6.00,  -6.48,  -3.94,  -6.71,  -4.37,  -4.45,  -3.32,  -1.20,  -3.12,  -1.91,   6.65,   0.00,  -5.06,  -3.00
194810,   7.16,   3.07, -99.99,   3.83,   3.09,   6.94,   1.97,  -0.39,   3.15,   1.53, -99.99,  12.61,   4.12,   7.07,   0.89,   1.23,   7.39,  14.32,   8.37, -99.99,   5.80,   7.75,   7.72,   3.29,   0.73, -99.99, -99.99,   4.38,   7.36,   8.78,   3.54,   1.11,   4.18,   1.70,   5.75,   5.48,   4.24,   5.94,   4.96,   4.41,   3.56,   3.96,   2.22,   3.79,   5.62,   2.65,   8.49,   3.18
194811,  -5.57,  -7.10, -99.99,  -8.55,  -4.11, -15.38,  -3.46, -15.73,  -6.34,  -7.26, -99.99, -10.18,  -6.32,  -9.43, -12.60, -11.33,  -9.52, -21.63, -14.40, -99.99, -12.13, -12.15, -14.35, -15.94, -16.28, -99.99, -99.99,  -8.25,  -6.08, -13.09,  -9.53,  -2.08,  -5.83,  -7.68,  -8.15,  -9.91,  -0.64, -13.02, -11.74, -13.63,  -6.67,  -7.24,  -6.99,  -6.11,  -4.25,  -6.09, -14.34, -10.03
194812,  -0.49,   0.49, -99.99,   0.78,   0.55,  -1.38,   4.44,  -3.75,  -1.00,  -1.32, -99.99,   5.71,   3.80,   6.74,  -1.81,  -2.62,   0.78,   2.83,   1.16, -99.99,   1.18,   5.44,   3.42,   2.41,   0.23, -99.99, -99.99,  -1.56,  -3.32,   4.27,   2.17,  -0.39,  -2.26,  -3.33,   3.24,   2.97,   5.87,   3.61,   4.18,   0.89,   0.47,   0.71,   0.93,   5.44,   6.76,   0.64,   2.52,  -2.08
194901,   1.74,   3.33, -99.99,   0.99,   4.39,   3.85,   1.49,  -0.06,  -0.56,   4.06, -99.99,  -0.43,   4.83,  -0.29,   6.40,   1.98,   0.60,  -0.44,   0.79, -99.99,  -1.77,  -3.04,   2.60,   1.99,   0.78, -99.99, -99.99,   1.63,  -4.73,  -3.96,   4.31,  -1.26,   3.68,   6.33,   2.86,   1.00,  -0.41,  -4.27,   0.57,   0.06,   2.61,   0.82,  -1.68,   1.11,  -4.89,  -5.16,  -1.96,   1.87
194902,  -0.52,  -3.11, -99.99,  -2.38,  -0.71,  -5.86,   2.05, -10.92,  -8.81,  -5.13, -99.99,  -0.08,  -1.63,  -3.08,  -1.72,  -3.02,  -3.29,  -4.09,  -7.26, -99.99,  -4.23,  -6.00,  -5.22,   0.04,  -6.40, -99.99, -99.99,  -0.40,  -8.64,  -4.81,   0.28,  -0.31,  -6.91,  -4.91,  -4.38,  -1.11,   0.73,  -5.80,  -0.98,  -6.37,  -4.33,  -3.11,   0.60,  -1.80,   1.48,  -0.51,  -1.51,  -3.62
194903,  -0.28,   4.15, -99.99,   5.74,   0.57,   4.13,   1.61,  12.06,   8.83,   2.89, -99.99,   3.74,   5.26,   2.58,   5.71,  -2.87,   3.52,  10.13,   0.82, -99.99,   4.99,   4.73,   3.23,   6.12,   6.43, -99.99, -99.99,   3.88,   2.66,   5.76,   3.09,  -0.15,   1.72,   4.95,   4.23,   5.60,   6.46,   1.96,   2.90,   3.20,   2.39,   4.08,   1.88,   6.06,   1.58,  10.43,   8.52,   3.29
194904,  -5.37,  -1.75, -99.99,  -3.39,  -0.13,  -0.76,  -0.02,   0.50,  -2.03,  -2.66, -99.99,   3.05,  -0.32,  -2.45,  -5.38,  -4.33,  -4.13,   1.79,  -4.98, -99.99,  -4.06,  -4.19,  -4.09,  -6.22,  -3.60, -99.99, -99.99,   1.09,  -8.20,   0.79,   0.85,  -1.64,   2.50,   0.81,  -0.94,  -0.36,  -6.09,  -9.54,  -3.57,  -3.00,  -2.35,  -1.98,   0.15,   0.78,  -0.78,  -1.62,  -1.23,  -8.35
194905,  -6.17,  -1.13, -99.99,  -1.71,   2.17,  -4.99,  -2.64,  -4.45,  -0.76,  -1.64, -99.99,  -7.43,  -1.86,  -1.63,  -5.53,  -2.43,  -3.63,  -8.68,  -8.04, -99.99,  -3.78,  -6.10,  -4.80,  -6.32,  -9.66, -99.99, -99.99,  -2.73,  -2.47,  -6.25,  -1.05,  -2.19,  -2.54,  -1.77,  -0.07,  -7.09,  -9.70,  -5.53,  -4.12,  -4.17,  -5.85,  -0.12,  -1.07,   0.72,  -2.31,  -1.18,  -5.66,  -1.30
194906,   5.18,  -0.91, -99.99,   3.28,  -0.21,  -7.14,  -0.55,  -0.41,  -2.28,   2.31, -99.99,  -3.58,   2.27,   0.08,  -2.60,   4.28,   0.39,   4.97,  -1.74, -99.99,   2.18,  -0.89,   0.71,  -1.86,   0.06, -99.99, -99.99,  -2.53,  -1.24,  -1.69,  -1.54,  -0.46,   2.19,  -1.30,  -3.23,   1.03,   2.04,  -4.35,  -0.59,  -2.74,   1.91,   2.49,  -0.35,  -1.82,  -2.38,  -2.71,  -1.78,  -1.21
194907,   3.41,   5.30, -99.99,   5.82,   2.80,   5.22,   0.66,   5.40,   8.14,   3.60, -99.99,  12.69,   5.09,   4.55,   5.20,   5.32,   7.05,   7.58,   7.83, -99.99,   4.99,   7.04,   9.12,   2.50,   4.69, -99.99, -99.99,   3.30,   6.42,   6.11,   4.42,   2.41,  10.00,   2.16,   9.27,   7.55,   3.13,  10.53,   5.32,   3.73,   3.49,   4.98,   3.97,   6.53,   4.17,   2.05,   7.19,   9.78
194908,   3.01,   4.22, -99.99,   3.80,   2.82,   0.62,  -1.06,   3.88,   3.80,   2.26, -99.99,  14.14,  -1.84,   2.29,   3.43,   1.28,   1.94,   1.18,  -1.79, -99.99,   1.57,   0.65,   0.06,  -0.58,  -0.47, -99.99, -99.99,   1.26,   1.51,   4.65,   3.20,   0.95,   2.23,   4.72,  -1.02,   0.49,   0.82,   0.01,   4.99,   0.05,   2.63,   0.75,  -2.27,   2.07,   0.81,   5.52,   3.55,  -0.91
194909,  -2.69,   2.19, -99.99,   5.67,   2.49,   3.15,   0.47,   4.56,   2.91,   3.32, -99.99,   3.36,   1.26,   4.64,   0.04,   2.21,   2.09,  10.85,   3.20, -99.99,   2.58,   2.62,   2.09,   4.69,   0.74, -99.99, -99.99,   1.39,   2.31,   2.98,   3.46,  -0.32,   6.30,   2.21,   3.76,   5.54,   2.94,   3.19,   4.38,   2.18,   4.31,   1.78,   1.96,   2.78,   6.04,   3.19,   8.47,   4.94
194910,   4.60,   1.55, -99.99,   1.62,  -1.67,   2.73,   3.72,   2.14,   8.13,   3.99, -99.99,   4.08,   3.03,   4.11,   6.07,   0.29,   3.20,   1.88,   5.07, -99.99,   2.70,   2.60,   7.11,   4.09,   1.97, -99.99, -99.99,   3.72,  -0.65,   3.68,   0.92,   1.88,   3.96,   1.86,   7.88,   6.61,   1.65,   7.94,   4.44,   0.48,   0.34,   0.47,   2.02,   4.36,   6.94,   6.61,   2.56,   0.85
194911,   2.60,   0.87, -99.99,   3.77,   1.02,  -0.13,  -0.69,  -6.31,   3.72,  -1.13, -99.99,   3.82,   3.86,   3.50,  -0.41,  -0.16,   2.14,  -2.64,   0.76, -99.99,  -1.93,   3.52,  -0.04,  -1.52,  -2.77, -99.99, -99.99,  -1.32,   2.62,  -4.60,   2.74,   1.65,  -0.01,  -0.62,  -0.10,   3.29,   8.10,   0.47,   1.37,  -0.03,   0.25,   1.16,   1.73,   3.94,   0.78,   4.16,   1.81,   1.00
194912,   4.49,   5.23, -99.99,   4.35,   2.11,  15.84,   9.15,   5.77,   4.94,   3.67, -99.99,  14.69,   7.53,   5.33,  -1.46,   6.51,   6.29,  16.07,   5.40, -99.99,   4.75,   7.33,   8.30,   7.39,   4.33, -99.99, -99.99,   0.71,  -3.21,   0.63,   2.76,   0.09,   3.60,   5.77,  13.34,   2.00,   2.56,   7.86,   8.07,   7.65,   3.94,   4.04,   4.00,   1.75,   9.07,   1.90,   7.04,   2.56
195001,   3.60,   0.91, -99.99,   2.54,  -1.15,   1.62,  -0.85,   2.80,   1.87,  -0.03, -99.99,   1.08,   0.84,   0.90,   9.90,   2.68,  -0.49,   5.55,   3.69, -99.99,   1.31,   5.40,   1.58,   5.03,   4.69, -99.99, -99.99,   4.19,   3.55,  -0.83,   3.26,   1.86,  -0.22,   2.59,   4.18,  11.27,   0.26,   2.48,   3.42,   4.47,   0.23,   0.15,   1.44,   2.20,  -1.65,  -2.40,   2.02,   2.37
195002,   3.03,   1.10, -99.99,  -1.64,   0.39,   4.49,  -8.32,   0.89,   3.90,  -5.43, -99.99,   2.23,   1.33,   0.39,   4.27,  -5.08,   1.22,   1.04,   2.11, -99.99,  -0.12,   4.09,   2.01,   8.16,   0.54, -99.99, -99.99,  -1.61,  -3.36,  -1.51,   2.11,   0.64,  -3.12,  -3.71,   0.18,   6.92,   2.79,   2.65,  -1.39,   1.12,   1.19,   1.65,   1.57,   4.79,   1.24,  -0.33,   2.27,   3.65
195003,  -1.88,  -0.36, -99.99,  -0.31,  -0.97,  -6.92,  -3.11,  -6.07,  -0.60,  -1.23, -99.99,  -0.03,  -3.63,   3.09,  -7.75,  -5.22,   0.46,  -1.45,  -1.96, -99.99,  -1.72,   3.26,   1.40,  -3.98,  -4.09, -99.99, -99.99,  -2.48,  -0.47,   4.72,  -0.13,   3.10,   2.59,  -2.58,   2.47,  -1.57,  -4.95,  -2.74,   2.19,  -1.46,  -0.61,  -0.55,  -2.40,  -1.69,   0.57,  -6.89,  -0.01,   3.56
195004,   0.43,  -0.74, -99.99,   1.60,  -3.14,   0.53,   3.71,   3.26,   6.22,   1.28, -99.99,  -4.81,   6.74,   9.38,   6.09,   6.97,   4.13,   4.16,   7.57, -99.99,   2.52,   6.51,  10.32,  16.01,   1.99, -99.99, -99.99,   4.13,  -3.64,   3.17,   0.58,   2.37,  -1.59,   1.65,  -1.34,  14.60,   3.35,   8.99,   7.36,   0.84,  -1.14,  -0.60,   6.20,  -1.01,  -9.29,   6.32,   4.06,  -1.57
195005,   6.88,   1.25, -99.99,  -0.80,  -0.18,   3.90,  -5.42,  -1.53,   4.84,   6.04, -99.99,  14.36,   2.11,   6.62,   0.15,   2.71,   3.89,  -1.41,   4.93, -99.99,   3.48,   0.11,   5.35,  -4.82,   2.62, -99.99, -99.99,   1.43,   6.97,   7.80,   1.35,   1.95,  15.08,   1.33,   1.31,  -2.96,  -2.05,   3.05,   6.59,  -0.41,   4.59,   2.45,  -1.13,   2.61,  11.91,   2.56,   2.26,   3.76
195006,  -5.63,  -7.45, -99.99,  -2.17,  -4.73, -10.14,  -7.57,  -8.22,  -8.70,  -6.04, -99.99,  -8.84,  -3.88,  -6.90,  -9.78,  -5.34,  -9.07, -13.41,  -4.71, -99.99,  -6.45,  -8.58,  -4.15,  -3.92,  -8.61, -99.99, -99.99,  -6.53,  -8.36,  -4.69,  -8.21,  -5.64,  -8.85,  -6.89, -10.01,  -6.16,  -7.73,  -4.66, -11.26,  -6.81,  -7.45,  -4.63,  -4.82, -11.49,  -5.54, -11.21,  -6.71,  -8.26
195007,  -6.85,  -2.08, -99.99,   5.13,  -2.25,  -4.14,   5.85,  -5.84,  -2.93,   5.61, -99.99,  -0.69,  -8.02,  -3.84,   2.18,  16.37,  -7.40,  -4.16,  12.13, -99.99,   4.73,  -1.64,  -1.13,  15.92,  19.97, -99.99, -99.99,   3.33,  19.82,   8.53,  -5.55,  -1.33,   4.68,  -3.91,  -6.86,  -4.56,  -2.66,  -4.37,   0.75,  15.93,   2.59,  -1.35,  -0.68, -12.75,  -8.95,   0.60,   1.66, -10.24
195008,  18.32,   2.86, -99.99,   2.16,  -0.38,   3.82,   1.71,  11.78,  10.52,   3.07, -99.99,   1.24,   3.43,   6.44,   1.73,   2.12,   5.83,   7.19,   3.09, -99.99,   3.82,   3.61,   5.41,  -3.66,  -1.48, -99.99, -99.99,   6.99,   4.18,   3.19,   2.81,   2.53,   4.80,   5.12,   8.18,   3.07,   5.97,   4.17,  10.09,  -0.61,  11.20,   3.24,   4.13,   6.00,   5.45,   7.37,   1.64,   4.33
195009,  -0.22,   3.49, -99.99,  10.13,   4.51,   7.13,  10.10,  20.01,   3.12,   5.26, -99.99,  10.25,   5.21,   3.98,   6.77,   3.88,   7.88,   6.09,   2.98, -99.99,   6.31,   3.79,   7.75,  -2.78,   1.67, -99.99, -99.99,   9.16,   2.34,   3.42,   3.90,  -1.90,   0.81,   8.49,   4.29,   6.13,   6.57,  12.89,   5.60,   3.87,   5.15,   8.32,   6.38,   9.53,  10.33,   3.29,   4.44,   6.99
195010,  -0.33,  -0.79, -99.99,  -2.21,  -0.19,  -0.98,  -6.51,   0.17,  -1.56,  -0.48, -99.99,  -2.65,  -1.97,  -0.88,  -0.50,  -1.37,  -1.85,  -6.31,   3.98, -99.99,  -1.04,  -1.47,   0.34,  -0.13,   5.91, -99.99, -99.99,  -1.99,  -2.92,   0.26,  -1.14,   0.21,  -2.00,  -1.27,   0.03,  -4.75,  -3.32,  -4.50,   0.25,  -1.11,  -4.56,   0.98,  -2.02,  -6.16,   3.78,   4.12,   1.00,  -0.17
195011,  -5.02,  -0.76, -99.99,   2.18,  -2.92,  -4.78,  -1.86,  -4.79,   0.62,   2.77, -99.99,  11.43,   2.54,   5.79,   6.60,   1.01,   2.24,  -3.51,   2.24, -99.99,   1.26,  -1.12,  -5.79,   7.18,  -1.95, -99.99, -99.99,   6.16,   2.96,   3.31,  -1.73,  -0.26,  -2.61,  -1.05,   1.06,   6.10,  12.45,   6.76,   5.45,   2.73,   2.84,  -0.21,  -0.14,  -0.36,   2.13,   4.48,   4.24,  -2.42
