,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
195403,   2.28,  -3.59,   0.00,   3.81,   1.03,   4.93,   1.09,  -0.04,   4.38,  -3.05,   1.37,   5.68,   1.02,   6.35,   3.59,  11.47,   3.14,   0.51,   4.24,   2.40,   0.35,   1.85,  11.80,   5.90,  -0.75,  -0.88,   0.16,  -2.84,   4.29,   1.46
195404,   1.00,  -1.39,   4.03,   0.70,   5.01,   2.68,  -0.62,   1.00,   6.54,  -5.67,   3.49,   6.58,   5.10,  12.37,   3.54,   0.12,   3.04,  -2.14,   6.19,   0.93,   1.96,   1.97,   2.65,   7.64,   1.53,   0.64,   1.44,   1.75,   5.36,   3.82
195405,   0.80,   5.23,  -1.70,   3.01,   1.64,   5.93,   3.47,   1.19,   3.04,  12.17,   2.62,   5.78,   4.32,  -3.65,   3.03,   6.39,   6.77,   7.03,   2.00,   2.23,   1.22,   2.86,   5.70,   2.24,   4.66,   0.55,   2.28,   6.56,   1.00,  -0.60
195406,   2.68,  -2.69,  -9.53,   0.45,   1.83,   5.03,   1.55,  -2.90,   3.70,   2.32,   5.32,   1.09,   1.53,  12.35,   1.52,   3.21,  -1.07,   3.22,  -6.02,   0.70,  -0.78,   3.29,   2.87,   5.43,   0.84,   4.98,   2.10,   8.25,   1.94,   0.03
195407,   5.18,   8.72,   8.07,   7.37,   4.31,   1.33,   6.72,   8.14,   2.21,   7.45,   5.41,   7.96,   4.77,  -1.39,  10.16,  12.68,   5.43,   0.84,   4.22,   5.11,   4.36,   5.16,   1.24,   5.61,   6.38,   5.13,   3.97,   9.72,   7.43,   2.97
195408,  -3.55,  -0.21,  -2.63,   5.40,  -0.65,   2.09,  -4.45,  -3.03,  -4.00,  -4.76,  -4.05,  -7.35,  -3.43,  -5.41,  -4.79,   0.56,  -4.98,   2.56,  -0.55,  -2.14,  -1.56,  -0.70,  -3.97,  -5.01,  -4.75,  -1.82,  -0.82,  10.93,  -0.72,  -1.10
195409,   3.04,   1.21,   5.35,   5.19,   2.29,   5.37,   2.00,   2.49,   7.13,   4.77,   5.83,   7.40,   5.07,   6.66,  13.73,   2.52,   8.47,   7.35,   9.96,   1.57,   1.33,   3.70,   4.37,   5.37,   3.40,   1.66,   4.72,   9.16,   2.75,   5.46
195410,  -2.46,  -1.54,  -2.66,  -6.25,  -2.98,  -1.75,  -0.39,  -1.80,  -4.41,  -1.88,   2.36,   0.26,   1.37,  -2.83,  -0.42,  -0.15,  -1.17,  -5.37,  -2.08,  -4.14,  -0.85,   1.81,  -0.34,  -0.46,   2.41,  -3.62,  -2.65,  -1.55,  -2.00,   1.20
195411,   5.69,   6.45,   1.32,   7.96,   4.99,   7.33,   3.46,  11.73,  13.44,   9.72,  13.65,  13.92,   9.21,   9.48,   3.87,   8.54,   9.81,  19.28,   6.96,   5.19,   3.40,   4.57,  19.36,  11.33,  10.64,   7.77,   7.51,   3.62,  10.13,   5.33
195412,   1.94,   7.81,   7.29,   9.49,   3.81,   2.72,   4.07,   5.79,   3.65,   7.00,   2.07,  12.07,   5.49,   3.48,   7.57,  14.02,   3.38,   9.97,   6.36,   3.17,   0.33,   7.03,   0.76,   5.24,  11.43,   5.16,   1.33,  13.94,   5.54,   2.70
195501,   0.13,  -4.27,   1.33,  -1.65,   0.14,  -1.63,   1.52,  -3.03,  -2.78,   1.61,   0.06,   3.40,  -0.21,   4.39,   0.76,   8.56,   3.29,  -3.53,   0.41,   1.17,   0.80,   0.65,   1.78,  -3.96,   0.67,  -2.01,   1.71,   3.66,   0.03,  -0.53
195502,   1.28,   1.17,  -2.49,   1.94,   4.52,   4.14,   2.37,   2.41,   3.90,   0.64,   2.76,   3.48,   3.92,   4.33,  -1.87,   3.21,  -0.69,   7.17,   1.59,   3.32,   3.97,   6.97,   4.07,   4.18,   5.06,   0.26,   0.72,   1.33,   1.71,   5.65
195503,  -0.75,  -2.50,  -0.40,  -3.76,  -4.38,  -2.14,   0.53,   5.80,  -1.20,  -5.51,   0.29,   2.73,  -0.01,  -3.80,   0.01,  -2.76,   8.34,  -0.53,  -0.32,  -1.18,  -1.38,  -5.06,   2.63,   0.83,  -0.35,  -2.57,  -1.68,  -1.02,   0.58,  -2.27
195504,   4.12,  -1.70,   8.73,   5.66,   0.41,   1.35,  -0.12,  -0.13,   7.95,   2.51,   4.79,   2.67,   1.51,   4.24,   5.38,  -7.70,  -0.12,  -2.22,   0.57,   2.19,   1.97,  -2.63,   7.41,   4.60,   6.03,   1.74,   1.66,   7.98,  -1.45,   6.90
195505,  -0.60,   2.46,  -3.22,   0.38,  -1.08,  -0.10,   0.26,   2.76,   4.87,  -0.37,   1.76,   1.27,  -1.41,  -0.54,  -1.53,  -1.27,   5.33,   7.81,  -1.51,  -0.58,   1.25,  -3.55,   0.52,   3.19,  -0.01,  -0.10,   2.65,  -0.25,   2.06,  -4.02
195506,   2.25,   3.05,  -1.46,   3.07,   4.83,   2.24,   2.64,  -0.16,  12.19,   5.48,   3.69,  12.26,   4.40,   2.61,   9.41,  -0.67,   0.11,   9.38,  11.15,   1.27,  -0.46,  -0.68,   1.72,  11.50,   1.46,   0.43,   4.47,  -0.03,   3.32,  -0.98
195507,   0.76,   0.24,   7.30,  -0.26,   1.10,   1.29,   3.12,  -0.01,  -2.07,   2.71,  -0.07,   0.47,  -0.60,  -3.21,  17.40,  -2.21,  -4.37,  -2.73,   2.79,   3.41,   2.61,   2.50,  -1.96,  -3.74,  -1.60,   2.43,   1.86,   5.13,  -0.82,  -0.68
195508,  -1.58,  -0.77,   0.54,  -1.55,  -3.39,   1.23,  -1.03,  -0.28,   1.81,  -2.08,   0.66,   5.39,  -0.23,   1.94,  -4.28,   6.07,   5.78,   5.15,  -1.89,  -0.34,  -2.60,   0.87,  -1.56,  -1.26,  -1.24,  -1.98,   1.27,  -2.50,   0.55,   4.01
195509,  -3.43,  -1.52,   2.99,  -5.77,   0.03,  -3.28,  -0.30,  -3.42,  -2.70,  -1.63,   0.31,   0.53,  -0.56,  -6.43,   9.17,  -3.04,  -4.17,  -4.13,  -0.40,  -3.03,   0.01,   0.47,  -1.66,  -0.35,  -1.97,  -4.50,   3.66,  -3.72,  -4.57,  -0.83
195510,  -0.32,  -6.31,  -0.37,  -3.48,  -0.26,  -3.11,  -1.47,   0.67,  -2.44,  -1.55,  -3.01,  -5.47,  -2.32,  -6.16,  -4.91,   2.54,  -4.95,   0.76,  -1.10,  -1.29,  -1.15,   3.26,  -3.57,  -2.86,  -3.11,   1.22,  -2.81,  -4.37,  -1.12,  -1.22
195511,   2.96,   2.69,   2.62,   2.26,   6.92,   3.32,  -0.09,   5.45,   6.50,   2.44,   4.69,   7.45,   8.39,  12.03,   7.66,  10.52,   9.02,  10.26,   7.50,   2.91,   1.57,  -2.51,   6.16,   7.26,   9.62,   1.05,   5.80,   0.59,   2.94,   1.40
195512,   0.34,   1.77,   1.52,  -2.20,   0.37,  -0.42,   0.59,   5.93,   2.19,   0.30,   2.33,   1.85,   3.54,   5.50,  -3.02,   7.11,  -2.70,   7.77,   3.62,  -0.50,  -0.32,   0.85,   2.19,   3.44,  -2.22,   2.03,  -1.46,   4.34,   1.55,   1.66
195601,  -2.26,   0.07,   0.21,  -5.58,  -1.53,  -3.95,  -1.94,  -6.68,  -4.74,  -1.77,  -4.56,  -3.94,  -4.36,  -5.72,  -6.97,  -6.58,  -2.67,   5.80,   0.30,  -0.63,   1.87,   2.04,  -4.33,  -4.70,  -2.51,  -1.02,  -4.84,  -4.25,  -3.68,  -2.50
195602,   1.86,  -0.45,  -4.92,   7.55,   3.57,   6.38,   0.84,   7.77,   3.54,  -0.02,   4.56,   3.97,   5.17,   5.96,   4.35,   3.32,   6.24,  11.93,   3.79,   1.44,   0.15,   5.84,   6.13,   7.21,   1.60,   5.47,   2.07,  -0.77,   3.31,   2.73
195603,   1.23,   4.38,   1.39,  -0.15,   1.97,   4.11,  -0.29,   7.02,   5.56,  -0.95,  11.55,   9.73,   3.93,   7.94,   4.56,   0.12,   1.17,   8.73,  11.41,   3.42,   0.24,   5.99,  13.42,  10.72,   6.74,   2.30,  -0.01,   2.53,   5.19,   8.54
195604,  -0.36,   1.90,   7.05,   2.74,   2.49,  -1.50,  -1.82,   2.61,  -0.89,  -3.58,  -0.11,   3.62,   2.75,  -2.57,  -5.06,   1.98,  -1.84,  -6.30,   3.71,  -2.48,  -0.88,  -4.96,   4.39,   1.76,   1.48,  -0.10,  -2.08,  -1.02,  -0.11,  -4.11
195605,  -3.16,  -4.35,  -5.25,  -4.04,   1.49,  -6.30,  -4.48,  -1.64,  -6.39,  -6.49,  -4.11, -10.24,  -3.21,  -7.69,  -5.75,  -5.40,  -7.83,  -3.78,  -7.02,  -1.18,  -1.11,  -5.43,  -2.23,  -4.57,  -6.29,  -3.14,  -5.31,   2.09,  -5.71,  -3.31
195606,   0.02,   1.55,   0.48,   0.57,   2.94,   0.75,   0.85,   3.27,   4.07,  -0.97,   4.31,   4.84,   5.98,   4.44,   7.32,   3.32,  -0.70,  10.20,   2.62,   1.94,   0.10,   2.64,   9.79,   4.00,   1.43,   0.45,   2.01,   1.69,   0.93,   3.68
195607,   2.29,   0.17,   1.81,   0.92,   4.39,   2.39,   0.10,   2.95,   2.64,   0.34,   5.56,  10.83,   8.47,   5.32,   4.55,   5.59,   0.97,   2.21,   5.90,   4.94,   2.65,  -0.97,   5.21,   4.73,   1.98,   2.98,   4.57,   4.30,   2.52,  -0.97
195608,  -2.16,   1.37,  -3.29,   0.87,   3.37,   1.74,  -1.63,  -3.50,  -4.17,  -3.42,  -4.32,  -2.59,  -3.99,  -3.22,  -0.45,   5.04,   3.03,  -6.29,  -5.82,  -2.91,  -1.55,   5.99,  -4.67,  -7.77,  -5.89,  -0.71,  -3.43,  -3.34,  -3.12,  -4.39
195609,  -3.89,  -2.43,  -4.37,  -3.23,  -6.45,  -4.36,  -4.03,  -3.91,  -6.82,  -2.41,  -6.56,  -4.80,  -3.47,  -7.47,  -2.41,  -5.20,  -5.38,  -2.25,  -5.87,  -4.20,  -3.89,  -5.91,  -6.96,  -9.60,  -4.32,  -1.78,  -4.85,  -4.72,  -5.16,   2.95
195610,  -0.42,  -2.30,   2.72,   0.78,   2.00,  -2.72,  -0.12,   0.43,   0.68,   1.14,  -1.56,   0.64,   3.06,   3.33,  -0.21,   3.48,  -0.91,   7.99,   0.19,   0.71,  -1.40,   1.52,   3.13,   0.85,   1.63,   1.81,   1.13,   1.22,   0.53,  -3.30
195611,  -0.92,  -2.17,  -2.33,  -0.08,  -0.30,  -1.88,  -1.61,  -2.13,  -3.94,  -2.07,  -4.08,   1.23,   1.38,  -1.54,  -4.32,   3.99,  -0.55,   5.18,   4.50,  -0.06,   1.44,  -1.03,   3.46,  -3.11,  -1.32,   2.57,  -3.11,  -0.17,   0.90,  -2.78
195612,   0.34,   5.33,   2.22,   2.47,  -4.09,   5.27,   0.46,   5.54,   5.13,  -1.52,   5.12,   3.83,   6.24,   3.00,   2.19,   3.39,   2.06,  -1.43,   4.19,   1.43,   1.31,   2.29,   5.24,   1.60,   1.18,   3.12,  -1.21,  -0.44,   0.92,   5.05
195701,   1.23,  -0.42,   4.59,   1.38,   1.73,  -4.63,   1.08,  -2.37,  -5.79,   1.85,  -4.53,  -9.58,  -2.26,  -7.77,  -6.50,  -2.06,   0.76,  -4.97,  -4.26,   2.27,   2.90,   6.36,  -2.56,  -3.15,  -2.45,   4.41,  -1.86,   0.82,   1.03,  -4.68
195702,  -1.83,   0.83,  -3.00,  -2.77,   0.24,  -2.70,  -0.14,  -0.79,  -2.44,  -7.79,  -2.04,  -4.96,  -2.54,   0.36,  -3.12,  -6.97,   0.58,  -7.35,  -2.81,  -0.75,   0.31,  -1.09,  -2.38,  -1.53,  -4.92,   0.74,  -1.81,  -5.70,  -0.85,  -0.94
195703,   1.02,   1.49,   0.91,   2.13,   0.53,   4.92,   1.10,   7.95,   2.41,   1.67,   1.56,   1.94,   1.58,   4.60,   0.60,  -0.76,   4.44,   1.16,   3.14,   1.30,   0.28,   2.95,   3.62,   0.67,   0.62,   0.36,   1.82,   2.27,   2.99,   4.48
195704,   1.51,   1.44,   0.49,   2.40,   7.12,  -1.23,  -2.02,   5.27,   5.30,  -0.19,   0.95,   4.37,   2.63,   7.84,   7.92,   1.77,  -0.70,  -1.80,   6.93,   2.90,   0.44,   0.07,   9.18,   0.51,   2.27,   0.38,  -0.08,   2.92,   5.49,  -0.76
195705,   0.47,   3.69,  -2.13,   3.86,   5.45,  -1.21,   0.25,   4.28,   3.04,   3.97,   4.90,   1.31,   2.14,   4.28,   0.72,  -0.74,  -1.22,   4.95,   7.05,   1.76,   0.98,  -3.04,   7.34,   4.60,  -0.14,   3.24,   1.80,   0.05,   2.45,  -1.71
195706,  -1.16,   0.58,  -1.75,   0.01,   2.09,  -0.05,  -2.29,   6.20,  -0.22,  -2.29,  -0.21,   1.19,  -2.63,   2.23,   0.22,  -6.11,  -0.55,  -2.63,  -1.78,  -5.46,  -3.27,   0.10,   8.47,   4.09,   0.16,  -0.10,  -2.37,  -1.39,  -4.85,   0.30
195707,   1.75,  -1.93,  -0.48,   1.41,  -0.06,   4.08,  -1.65,   2.47,   1.47,  -1.02,   1.51,  -0.50,  -2.09,   1.13,   3.66,  -3.59,   0.90,  -1.12,   0.88,  -0.33,  -0.24,   2.08,   1.00,  -0.81,   1.88,  -0.38,   2.96,   1.15,  -0.62,  -0.77
195708,  -2.45,  -4.51,   1.63,  -5.36,  -4.58,  -2.34,  -3.55,  -3.44,  -7.19,  -7.46,  -7.48,  -7.73,  -6.13,  -6.71,  -4.33,  -1.89,  -6.84,  -7.39,  -6.24,  -3.03,  -0.30,   0.21,  -8.00,  -6.37,  -7.60,  -9.50,  -2.92,  -4.38,  -3.53,  -5.21
195709,  -2.21,  -5.96,   5.14,  -5.88,  -0.29,  -1.95,  -2.95,  -3.19,  -6.60,  -5.92,  -5.48,  -8.93,  -7.66,  -7.25,  -7.45, -10.28, -10.30,  -9.72,  -8.00,  -2.17,  -3.33,   1.45,  -6.07,  -4.36,  -8.07,  -4.21,   0.40,  -3.14,  -4.43,  -3.54
195710,  -2.16,  -2.41,   0.99,  -9.80,  -7.59,  -3.58,  -3.84,  -0.87,  -3.65,  -8.25,  -4.14,  -7.65,  -6.86,  -2.28,  -3.48,  -4.21,  -6.71,  -4.76,  -6.02,  -1.03,  -2.10,  -2.24,  -1.11,  -4.12,  -7.58,  -9.00,  -3.78,  -8.31,  -5.68,  -4.40
195711,   2.70,   4.69,   2.43,   3.77,   1.37,   3.58,  -2.08,   7.81,   4.18,   1.92,   3.92,  -2.22,  -2.27,   7.92,  -5.05,  11.30,  -4.34,  -1.62,   1.66,   3.83,   1.40,   1.82,   4.14,   6.24,  -2.79,   1.74,   0.85,  -3.71,   3.95,  -1.83
195712,   0.62,  -3.41,   3.00,  -4.99,  -1.09,   2.52,  -3.47,  -1.08,  -3.41,  -7.95,  -3.15,  -9.04,  -7.93,  -5.44,  -6.64,  -6.32,  -8.22,  -8.72,  -7.03,   2.14,  -0.02,  -2.47,  -1.61,  -3.36,  -7.34,  -4.23,  -2.14,  -2.44,  -1.31,  -1.13
195801,   6.79,   6.99,   5.98,   9.80,   5.65,   1.74,   8.20,  -0.47,   3.36,  15.64,   6.58,   8.54,  10.31,   3.50,   3.60,   5.09,   8.73,   9.01,   1.35,   5.91,   4.26,   4.27,   4.69,   4.59,  12.69,   4.13,   7.49,  11.79,   8.27,   4.97
195802,   2.71,   2.37,  -1.38,  -1.18,  -4.04,   2.17,   1.49,   4.50,  -4.45,  -2.04,  -1.28,  -0.61,  -3.97,  -3.93,  -3.38,  -2.61,  -3.91,  -3.54,  -5.36,   0.85,   0.63,   3.23,   0.64,  -2.34,  -4.35,   0.01,   0.78,  -0.89,   0.95,   1.98
195803,   3.29,   2.54,   6.16,   1.81,   1.96,   4.08,   2.55,   7.95,  -0.45,   1.66,   2.75,   1.80,   3.57,   0.26,   2.41,  -0.05,   8.18,   0.72,   7.96,   1.55,  -0.11,   4.20,   4.53,   3.02,   0.07,   3.69,   3.78,   6.96,   2.65,   8.23
195804,   3.13,   3.43,   4.54,   1.82,   4.82,   1.49,   2.62,   6.38,   0.67,   4.89,   1.13,   1.15,   2.48,  -1.52,   4.32,   3.33,   0.97,   4.76,   5.04,   4.75,   2.70,  -0.26,   1.47,   1.51,   6.77,   0.28,   2.91,   1.70,   2.07,  -1.59
195805,   2.62,   2.95,  -0.50,   4.84,   3.10,  -0.71,   2.81,   1.10,   1.07,   4.50,   1.55,   6.00,   2.60,   2.05,   3.08,   4.75,   3.94,   5.68,  -0.45,   1.03,   2.03,   1.02,   0.50,   4.43,   3.36,   2.30,   3.15,   7.73,   1.82,   1.12
195806,   2.32,   2.67,   3.83,   4.91,   0.19,   3.62,  -4.83,   3.28,   2.91,  -0.43,   2.30,   0.74,   2.83,   1.01,   2.95,   0.98,   3.25,   1.90,   4.93,   1.79,   0.49,   1.68,   5.58,   1.33,   2.28,   1.68,   1.87,   1.33,   2.35,   6.50
195807,   1.35,   3.19,  -0.03,   2.33,  -0.95,   9.42,   2.43,   5.83,   7.70,   7.13,   6.56,  11.28,   8.11,   4.82,  10.19,   5.89,   3.83,  12.45,   0.33,   0.82,   0.90,  -0.40,   2.56,   5.37,   8.11,   3.73,   1.48,   3.15,   2.00,   1.30
195808,   1.95,   4.59,   1.32,   6.57,   8.15,  -1.73,   2.51,   1.65,   2.02,   3.82,   1.99,   2.56,   3.23,   1.93,  -1.10,   0.12,  -2.82,   2.07,   1.30,  -1.43,   2.33,   1.14,   1.88,   2.63,   1.53,   3.18,   5.33,   5.68,   4.35,   8.92
195809,   1.45,   5.86,   7.75,   8.12,   7.44,   4.36,   3.49,  11.55,   2.79,   9.70,   3.43,   8.10,   3.90,   5.08,   9.40,  -1.08,   0.77,  -0.76,   3.30,   3.08,   3.91,   4.60,   6.55,   4.03,   7.80,   2.23,   3.84,  10.42,  -1.06,  -2.15
195810,   1.63,   5.76,   1.70,   7.82,   5.22,   9.16,  -0.51,   0.96,   0.66,   3.24,   1.22,   4.85,   2.89,   4.00,   2.75,   5.91,   3.08,   2.56,   1.12,   4.03,   1.46,   4.38,   5.00,   2.07,   3.36,   0.79,   0.97,   3.74,   3.68,   3.45
195811,   4.20,   5.13,   0.87,   4.43,   7.98,   4.53,   1.98,   7.45,   2.94,   2.17,   3.54,  -0.12,   3.71,   3.71,   2.12,  -0.38,   0.96,  -1.47,   1.32,   2.51,   1.93,   6.51,   4.70,   3.31,   5.18,   3.78,   5.37,  13.87,   2.01,   3.47
195812,   2.50,   0.40,   3.36,  -0.15,  -2.28,   1.74,   3.52,   4.25,   5.68,   3.07,   4.78,   6.63,   2.56,  10.83,   3.56,   1.15,   3.91,   3.60,   1.15,   5.60,  12.36,   8.52,  14.66,   2.97,   1.88,   5.06,   5.47,  -2.13,   3.73,   7.59
195901,   2.23,   2.30,   8.76,   4.36,   3.84,   1.55,   7.89,  -0.65,  -0.29,   2.94,   1.73,   1.38,   1.05,  -0.70,  -0.45,   0.03,   4.73,   1.87,   0.37,   0.99,   3.91,   5.49,  -3.81,   0.67,   3.56,  -0.31,   3.44,   2.56,  -2.70,  -1.36
195902,   2.59,   2.61,  -0.55,   5.59,  -1.56,   3.38,   5.01,   3.53,   4.74,   5.46,   3.01,   0.64,   2.62,   4.41,  -1.38,   5.02,  -2.38,  -1.71,  -8.12,   0.90,   4.82,  -1.13,   5.70,   3.13,   0.70,   1.02,   2.31,   2.67,   2.14,   3.97
195903,  -1.03,  -2.72,   2.22,   4.68,  -1.08,   8.36,  -1.13,   4.14,   1.06,   0.81,  -0.28,  -3.82,  -0.51,   2.72,  -1.23,   3.19,   3.74,   0.34,   2.12,   1.28,  -1.33,  13.92,   1.35,  -0.89,  -0.71,  -0.06,  -2.02,   5.62,  -3.48,   0.66
195904,   1.99,   1.29,   3.95,  11.14,   0.02,  -1.69,   1.83,  11.80,   7.06,   4.01,   4.00,   2.11,   3.81,   7.04,   9.06,   1.26,  -6.88,  -0.43,   1.67,  -1.37,   4.63,   2.59,   9.88,   1.59,   3.42,   6.64,   1.01,  -0.98,   1.55,   2.37
195905,   3.61,   0.48,  -6.76,  -1.96,  -2.20,   2.45,  -0.19,  -1.33,   5.42,   1.93,   3.40,   4.37,   4.17,   1.07,   3.80,   1.61,  -2.01,  -1.66,  -1.62,  -1.45,  -1.10,  -7.36,   8.43,  -1.24,   0.54,  -1.29,   2.52,  -0.89,   0.45,   5.63
195906,  -0.40,  -0.22,   4.46,   4.04,   0.42,  -0.99,   0.94,   6.36,  -1.66,   6.30,   1.12,   4.75,   4.08,  -1.35,   0.23,  -4.75,  -4.21,   1.78,  -2.86,  -2.58,  -1.95,   3.87,  -1.18,   2.21,   1.36,   1.58,   2.07,   5.48,   2.19,  -0.05
195907,   3.56,  10.03,   0.75,   4.06,   8.96,   1.87,  -1.21,   4.67,   6.23,   6.88,   1.89,   3.41,   1.93,   0.56,   7.18,   0.17,   1.08,  10.96,   4.74,   3.56,   0.60,  -1.09,   0.33,   2.90,  -0.89,   2.18,   1.84,   1.95,   1.17,  -0.01
195908,  -1.18,  -2.81,   2.28,  -2.41,   2.27,   3.13,  -1.47,  -3.80,  -3.74,  -3.53,  -2.86,   1.42,  -2.39,  -2.49,   0.04, -11.17,  -2.48,  -0.50,  -3.84,   0.99,   0.55,   0.28,  -2.76,  -0.81,  -3.38,  -1.40,   0.56,   2.49,  -1.67,  -0.14
195909,  -3.45,  -4.55,  -3.25,  -5.30,  -5.66,  -6.48,  -1.34,  -5.10,  -5.19,  -2.72,  -4.62,  -5.31,  -7.44,  -5.06,  -4.44,  -5.97,  -4.60,  -6.29,  -6.97,  -4.71,  -1.90,  -5.67,  -3.91,  -3.05,  -3.63,  -4.95,  -2.14,  -5.28,  -5.26,  -4.75
195910,   3.25,   0.81,   6.00,   7.78,   5.24,   4.02,   5.33,   2.25,   1.49,  -2.60,   3.45,  -1.35,   1.40,   5.80,  -0.10,   3.69,  -1.35,   5.27,   0.93,   0.61,   1.30,   2.46,   4.21,   1.39,  -1.05,   5.64,   0.36,   7.29,   0.50,   3.10
195911,   0.27,   1.41,   1.10,   3.55,   0.64,   3.07,   0.18,   5.20,   1.67,   0.14,   0.56,  -1.05,  -0.43,  10.15,  -0.96,  11.03,  -0.08,   0.20,  -1.30,  -0.01,  -1.30,   5.03,   7.99,   5.85,  -2.59,   6.64,   1.48,  -1.36,   1.07,   5.89
195912,   1.99,   0.42,  -2.82,   1.65,   6.94,   0.78,   1.68,  -1.98,   3.31,   0.70,   0.78,   2.40,   3.17,   5.49,   4.81,  -5.06,   4.40,   1.96,   4.21,   1.80,   3.35,  -2.30,   0.79,   1.61,   1.99,  -0.60,   2.68,   2.61,  -0.07,  -6.64
196001,  -4.27,  -5.61,  -1.72,   1.52,  -5.16,  -8.00,  -8.40,  -6.41,  -9.72,  -4.64,  -6.41,  -9.06,  -4.34, -12.01, -11.24,  -4.81,  -3.48,  -7.58,  -7.61,  -2.35,   0.94,  -5.85,  -7.58,  -9.16,  -4.33,  -5.35,  -6.04,  -9.72,  -4.42,  -3.85
196002,   3.29,  -2.29,   1.48,   4.09,   2.53,   9.41,   1.40,   0.03,  -0.95,   0.14,   2.98,  -2.45,  -2.24,   5.20,  -2.73,   2.00,   1.07,  -3.38,  -4.23,   2.42,   8.18,   9.19,   5.20,   2.91,  -1.30,   1.49,   4.03,   1.43,  -0.94,   6.10
196003,  -1.73,  -2.88,  -0.08,  -0.50,   1.62,  -0.34,  -2.62,   1.38,  -2.50,  -6.95,  -0.72,  -5.39,  -3.55,  -0.91,  -5.79,  -8.38,  -2.85,  -5.42,  -0.78,   1.35,  -0.60,  -0.52,   3.54,  -2.24,  -4.92,  -1.17,   0.00,  -3.84,  -0.24,  -2.28
196004,   1.22,  -2.24,   1.54,   6.61,  -1.01,  -1.58,   0.12,   1.61,  -5.47,  -1.05,  -1.35,  -5.35,  -4.13,  -1.07,  -1.69,  -1.32,  -0.62,  -2.78,  -4.40,   1.10,  -1.05,   7.33,   1.98,   0.49,  -2.19,   0.32,  -0.66,   9.00,  -0.51,   0.59
196005,   8.10,  -0.72,   1.73,   7.19,  11.28,   7.82,   1.70,  13.44,   3.22,   1.65,   2.99,   1.80,   0.72,   6.48,  -0.39,   9.27,  -1.94,   2.06,  -4.48,   1.10,   3.26,  -1.67,  12.05,   2.73,   0.29,   1.52,   2.81,   0.53,  -0.68,   0.74
196006,   5.28,   0.09,   4.86,   2.32,  -0.01,   6.52,  -1.76,  -0.32,   0.58,   3.86,   2.56,   1.38,   1.60,  -0.31,  -0.16,   0.08,  -1.34,  -1.59,   3.54,   5.44,  -1.19,  -8.36,   2.50,   3.58,   2.15,   6.00,   3.53,   0.99,   3.53,   6.47
196007,  -2.11,  -0.91,   4.72,  -4.60,   0.34,  -0.91,  -1.17,  -3.94,  -6.69,  -3.17,  -5.14,  -2.26,  -3.98,  -6.85,  -1.44,   1.75,   2.55,   2.17,   0.57,  -1.33,   0.10,   2.97,  -1.88,  -4.10,  -3.09,  -6.46,  -3.02,  -1.14,   0.22,  -6.07
196008,   4.39,   2.88,   4.56,   7.02,   3.15,   5.09,   2.81,   2.21,   0.72,  -1.36,   0.27,  -0.04,   0.44,  -1.06,   2.39,   6.59,   6.14,   2.88,   3.14,   4.00,   7.04,   5.65,   2.67,   0.98,   1.29,   4.39,   2.54,   1.69,   3.51,   3.19
196009,  -4.00,  -5.10,  -2.15,  -2.32,  -6.12,  -9.09,  -5.07,  -8.85,  -6.63,  -5.55,  -5.08,  -8.23,  -5.80, -10.67,  -6.24,  -8.81,  -2.16,  -5.28,  -0.93,  -4.76,  -6.69,  -3.90,  -7.50,  -7.34,  -6.88,  -8.57,  -8.52,  -2.09,  -6.19,  -4.21
196010,   1.11,   0.54,   4.09,   0.29,   2.58,   6.22,  -3.20,  -3.58,  -1.39,  -3.31,  -1.35,  -2.14,  -1.60,  -3.36,  -1.44,   1.09,   3.41,  -1.44,   2.30,  -0.58,   0.14,   4.84,  -3.18,  -1.77,  -1.00,  -4.39,   0.33,  -4.34,  -0.23,   0.46
196011,   9.10,   6.15,   4.69,  13.66,   9.86,   9.13,   2.26,   3.60,   3.52,   1.66,   6.18,   0.31,   7.92,   5.10,  -1.13,   7.11,   6.52,   6.16,   2.37,   3.27,   4.12,   9.40,   8.04,   5.13,   4.42,   9.49,   6.08,   4.02,   7.45,   3.58
196012,   4.51,  -0.41,   3.58,   7.75,   7.14,   1.75,   3.08,   6.07,   2.95,   0.28,   4.22,   4.89,   4.65,   0.76,  -0.49,   2.34,   5.94,   1.30,   5.36,   6.08,  11.65,   7.78,   4.38,   5.53,   2.09,   1.95,   2.12,   1.89,   5.12,   3.62
196101,   4.77,   5.09,   8.96,   0.70,   9.65,   4.16,   5.33,   6.00,   6.62,  10.89,   5.82,   8.48,   5.85,  -0.43,   8.42,   6.57,   6.14,  11.05,   9.55,   4.69,   7.89,   4.48,   5.27,   4.58,   8.18,   7.82,   2.16,   4.25,   7.38,   8.27
196102,   4.10,   7.81,   4.77,  22.20,   2.09,   5.92,   6.65,   4.96,   1.72,   6.65,   4.49,   5.09,   8.75,  -0.29,   3.07,   5.89,  -2.29,   8.72,  -0.10,   3.29,   0.70,   0.18,   4.59,   6.63,   3.77,   3.30,   4.60,   7.85,   6.78,   5.71
